Year,State,County,Uninsured #,Uninsured %,Uninsured 95% CI - Low, Uninsured 95% CI - High, Uninsured Z-Score,Adults Uninsured # ,Adults Uninsured % ,Adults Uninsured 95% CI - Low,Adults Uninsured 95% CI - High,Children Uninsured #,Children Uninsured %,Children Uninsured 95% CI - Low,Children Uninsured 95% CI - High,Unemployed # ,Labor Force,Unemployed %,Unemployed Z-Score,Severe Housing Problems %,Severe housing problems 95% CI - Low,Severe housing problems 95% CI - High,Severe Housing Cost Burden,Overcrowding,Inadequate Facilities,Severe housing problems Z-Score,Homeowners #,Homeowners % ,Homeowners 95% CI - Low,Homeowners 95% CI - High,Households with Severe Cost Burden #,Severe Housing Cost Burden %,Severe housing cost burden 95% CI - Low,Severe housing cost burden 95% CI - High
2020,South Carolina,York,25038,11,10,12,-1.25,22513,14,12,15,2845,4,3,5,4389,134695,3.3,-0.76,13,12,14,11,1,1,-0.67,70219,72,71,73,9866,10,9,11
2019,California,Alameda,74359,5,5,6,-1.43,67264,6,6,7,8186,2,2,3,30902,848335,3.6,-0.85,24,24,24,18,6,1,0.14,301667,53,52,54,99044,18,17,18
2019,California,Alpine,59,7,6,8,-0.35,49,8,6,9,11,5,4,6,33,538,6.1,0.04,26,15,38,25,3,0,0.79,253,83,75,92,75,25,9,42
2019,California,Amador,1479,6,5,7,-1,1297,7,6,8,204,3,2,4,724,14783,4.9,-0.4,19,16,22,17,1,1,-1.21,10921,77,75,79,2413,17,15,20
2019,California,Butte,12937,7,6,8,-0.36,11775,9,7,10,1325,3,2,4,5916,102982,5.7,-0.1,23,22,25,20,3,2,-0.06,50844,59,58,60,16890,20,19,22
2019,California,Calaveras,2068,6,5,7,-0.84,1810,7,6,8,292,4,2,5,1001,21184,4.7,-0.46,21,17,24,19,2,1,-0.79,13931,78,76,81,3516,20,17,24
2019,California,Colusa,1969,11,9,12,1.75,1728,14,12,16,263,4,3,6,1543,10759,14.3,2.98,19,16,22,12,8,1,-1.19,4521,64,60,68,878,13,10,16
2019,California,Contra Costa,57151,6,5,7,-1.03,51442,7,7,8,6546,2,2,3,21418,563863,3.8,-0.79,22,21,22,18,5,1,-0.47,255201,66,65,66,65079,17,16,18
2019,California,Del Norte,1546,8,7,9,-0.01,1348,9,8,11,216,4,2,5,629,9780,6.4,0.15,23,20,27,20,4,2,-0.05,5996,62,59,65,1647,18,15,21
2019,California,El Dorado,8005,5,5,6,-1.37,6968,6,5,7,1176,3,2,4,3920,89886,4.4,-0.59,20,19,21,18,2,1,-0.96,51948,76,75,77,11240,17,16,18
2019,California,Fresno,79068,9,9,10,0.97,71381,13,11,14,8591,3,2,4,38070,449595,8.5,0.88,28,27,29,20,10,1,1.18,160001,53,52,54,59876,20,20,21
2019,California,Glenn,2301,10,8,11,1.25,2028,13,11,15,305,4,3,5,963,12915,7.5,0.52,22,18,26,18,4,1,-0.27,5724,58,53,62,1659,18,14,21
2019,California,Humboldt,9218,8,7,10,0.35,8309,10,8,11,1024,4,3,5,2639,63019,4.2,-0.66,26,24,28,22,4,2,0.64,30500,57,55,58,11085,21,20,23
2019,California,Imperial,12317,8,7,9,0.35,10906,11,10,13,1568,3,2,4,14105,73980,19.1,4.67,28,26,30,20,10,1,1.24,25507,56,55,58,8034,18,17,20
2019,California,Inyo,1180,9,7,10,0.49,1020,10,8,12,178,5,3,6,381,8682,4.4,-0.58,19,15,22,14,2,3,-1.28,5109,64,61,66,1117,15,11,18
2019,California,Kern,61640,8,7,9,0.25,55359,11,10,12,7107,3,2,3,35442,384944,9.2,1.14,25,24,26,18,9,1,0.45,151564,57,57,58,45349,18,17,18
2019,California,Kings,9837,8,7,9,0.33,8629,11,9,13,1343,3,2,4,5119,57714,8.9,1.02,25,23,27,17,9,1,0.32,21925,52,50,54,6705,16,15,18
2019,California,Lake,4263,9,7,10,0.55,3795,10,9,12,512,4,3,5,1706,29714,5.7,-0.1,26,23,28,23,3,1,0.62,17362,66,64,68,5110,21,18,23
2019,California,Lassen,936,5,4,6,-1.66,811,6,5,7,144,3,2,3,558,10005,5.6,-0.16,17,14,19,14,2,1,-1.88,6230,66,64,68,1364,15,12,18
2019,California,Los Angeles,926957,11,10,11,1.72,850572,13,13,13,85650,4,3,4,240293,5123933,4.7,-0.48,34,34,34,25,12,2,2.8,1512364,46,46,46,790360,25,25,25
2019,California,Madera,12189,10,8,11,1.15,10859,13,11,15,1479,3,2,4,4949,61443,8.1,0.73,25,24,27,17,10,1,0.52,27701,62,60,64,7334,17,15,19
2019,California,Marin,10687,5,5,6,-1.42,9364,6,5,7,1453,3,2,3,4038,141308,2.9,-1.13,23,22,24,20,3,1,-0.13,67296,64,63,65,19913,19,18,21
2019,California,Mariposa,990,8,6,9,0.02,871,9,7,10,134,4,3,6,451,7647,5.9,-0.04,17,13,21,15,1,2,-1.75,5259,71,65,77,1322,19,14,23
2019,California,Mendocino,6772,10,9,11,1.26,6021,12,10,14,837,4,3,6,1793,40003,4.5,-0.55,27,25,29,23,5,2,1,20230,59,57,61,7502,23,21,25
2019,California,Merced,19424,8,7,9,0.38,17287,11,10,13,2372,3,2,4,10801,116088,9.3,1.18,26,24,27,18,9,1,0.6,41206,52,51,53,13758,18,17,19
2019,California,Modoc,637,10,8,11,1.25,561,12,10,14,83,5,3,6,260,3230,8,0.73,19,14,24,17,2,1,-1.11,2655,73,70,75,540,16,11,21
2019,California,Mono,1221,10,9,12,1.49,1086,12,10,14,149,5,3,7,380,8568,4.4,-0.57,19,13,25,15,3,1,-1.19,2750,56,50,62,529,12,7,16
2019,California,Monterey,39855,11,10,12,1.91,36039,14,13,16,4245,4,3,5,15811,220120,7.2,0.42,30,29,31,20,13,1,1.76,63873,51,50,52,23677,19,18,20
2019,California,Napa,8215,7,6,8,-0.29,7171,9,7,10,1171,4,3,5,2701,73873,3.7,-0.85,23,21,24,18,6,1,-0.19,30954,63,62,64,8296,17,16,19
2019,California,Nevada,5060,7,6,8,-0.49,4454,8,7,9,680,4,3,5,1998,48659,4.1,-0.68,22,20,24,20,2,1,-0.45,29975,74,73,76,7547,19,17,21
2019,California,Orange,221792,8,8,9,0.28,203060,10,10,11,21245,3,2,3,56627,1618828,3.5,-0.9,28,27,28,21,9,1,1.12,588551,57,57,58,203776,20,20,21
2019,California,Placer,14032,5,4,5,-1.84,12164,5,5,6,2150,2,2,3,7004,182169,3.8,-0.78,19,18,20,17,2,1,-1.17,98153,71,70,72,22019,16,15,17
2019,California,Plumas,947,7,6,8,-0.42,826,8,7,9,137,4,3,5,692,7803,8.9,1.02,20,16,23,18,1,2,-1.07,6016,73,69,76,1392,17,14,21
2019,California,Riverside,197822,10,9,10,1.2,177834,13,12,13,22420,4,3,4,56252,1073843,5.2,-0.28,26,26,27,20,7,1,0.74,462788,65,65,66,140962,20,20,21
2019,California,Sacramento,75034,6,5,6,-1.11,67605,7,7,8,8432,2,2,3,32580,702049,4.6,-0.49,23,23,24,19,5,1,-0.08,295276,55,55,56,97858,19,18,19
2019,California,San Benito,3836,7,6,8,-0.19,3392,9,8,11,509,3,2,4,1765,30317,5.8,-0.07,25,22,28,17,9,1,0.38,11103,64,62,66,2674,16,14,18
2019,California,San Bernardino,169236,9,8,10,0.8,150250,12,11,12,20856,4,3,4,46582,950765,4.9,-0.4,27,27,28,21,9,1,1.09,369329,59,59,60,122274,20,20,21
2019,California,San Diego,226877,8,8,9,0.25,205416,10,9,11,24284,3,3,4,63465,1584655,4,-0.72,25,25,26,21,6,1,0.46,589144,53,53,53,223312,21,20,21
2019,California,San Francisco,34411,5,4,5,-1.76,31909,5,5,6,2859,2,2,3,16499,568722,2.9,-1.12,26,25,27,19,6,5,0.66,133812,37,37,38,61147,18,17,18
2019,California,San Joaquin,45873,7,7,8,-0.26,40944,9,9,10,5616,3,2,3,22612,324788,7,0.34,26,25,27,20,7,1,0.66,124734,56,55,57,41296,19,18,20
2019,California,San Luis Obispo,15158,7,6,8,-0.4,13613,8,7,9,1802,3,2,4,5089,142066,3.6,-0.87,24,22,25,20,4,1,0.04,63052,60,59,61,20006,20,18,21
2019,California,San Mateo,33832,5,5,6,-1.46,30469,6,6,7,3918,2,2,3,12121,452445,2.7,-1.2,24,23,25,18,7,1,0.17,156400,60,59,60,45696,18,17,18
2019,California,Santa Barbara,37611,10,9,11,1.52,34272,13,12,14,3832,4,3,5,9741,216954,4.5,-0.55,29,28,31,21,10,2,1.62,75308,52,51,53,29742,21,20,22
2019,California,Santa Clara,84393,5,5,5,-1.54,75973,6,6,7,9718,2,2,3,33415,1040558,3.2,-1,23,23,24,17,8,1,-0.04,358864,57,56,57,103607,17,16,17
2019,California,Santa Cruz,15954,7,6,8,-0.33,14359,8,7,10,1841,3,2,4,8154,143802,5.7,-0.12,27,26,28,22,6,1,1.03,56992,60,58,61,20777,22,21,24
2019,California,Shasta,9511,7,6,8,-0.57,8473,8,7,9,1156,3,2,4,4321,74476,5.8,-0.08,22,21,23,19,3,2,-0.48,44095,63,61,64,13789,20,19,21
2019,California,Sierra,147,7,6,8,-0.37,130,8,6,10,18,4,2,5,85,1301,6.5,0.18,12,6,19,12,0,0,-3,963,80,76,84,209,18,8,27
2019,California,Siskiyou,2637,8,7,9,0.22,2303,10,8,11,367,4,3,5,1301,17963,7.2,0.44,22,20,24,18,3,3,-0.39,12457,66,64,67,3223,18,16,20
2019,California,Solano,22453,6,5,7,-0.92,20094,8,7,8,2673,3,2,3,9942,209199,4.8,-0.45,22,21,23,18,4,1,-0.46,88381,60,59,61,25425,18,17,18
2019,California,Sonoma,30544,8,7,8,-0.11,27363,9,8,10,3600,3,3,4,8835,262807,3.4,-0.95,24,23,25,20,5,1,0.09,114608,60,60,61,35302,19,18,20
2019,California,Stanislaus,31825,7,6,8,-0.52,28483,9,8,10,3808,3,2,3,18165,243235,7.5,0.52,25,24,26,20,7,1,0.49,97790,57,56,58,30782,19,18,19
2019,California,Sutter,7650,9,8,11,0.98,6723,12,10,14,1020,4,3,5,3935,45739,8.6,0.93,22,20,24,16,7,1,-0.35,18357,57,55,59,4770,15,14,17
2019,California,Tehama,3921,8,7,9,0,3447,10,8,11,525,3,2,4,1630,25598,6.4,0.13,20,17,22,16,5,1,-1.05,15934,67,65,69,4175,18,16,21
2019,California,Trinity,854,9,8,11,0.81,726,10,8,12,139,6,4,8,301,4991,6,0,22,18,27,17,4,3,-0.38,3758,69,65,73,1000,19,14,24
2019,California,Tulare,39771,10,9,11,1.27,35233,13,12,15,4998,3,2,4,21401,205423,10.4,1.58,28,27,29,19,11,1,1.13,75975,56,55,57,25864,20,19,21
2019,California,Tuolumne,2249,6,5,7,-1,1972,7,6,8,312,3,2,4,1158,21477,5.4,-0.22,20,18,23,17,3,1,-0.93,15458,69,67,72,3739,17,15,20
2019,California,Ventura,69811,10,9,11,1.16,64231,12,11,13,6345,3,2,4,19140,426116,4.5,-0.55,24,24,25,19,7,1,0.24,170678,63,62,64,48745,18,18,19
2019,California,Yolo,12177,7,6,8,-0.58,11086,8,7,9,1274,3,2,3,5402,107775,5,-0.36,25,23,26,21,5,1,0.36,37809,52,51,53,14114,20,19,22
2019,California,Yuba,4607,7,6,8,-0.35,4074,9,8,11,589,3,2,4,2125,28546,7.4,0.51,24,21,26,16,8,2,0.05,15063,58,56,60,4005,16,14,18
2019,Wyoming,Albany,3723,12,10,14,-1.04,3300,13,11,15,491,8,5,10,583,20471,2.8,-1.57,23,20,27,21,2,1,3.46,7940,50,48,51,3003,19,16,22
2019,Wyoming,Big Horn,1673,18,15,20,1.52,1329,21,18,24,377,12,8,15,223,5396,4.1,0.18,11,8,14,8,2,1,-0.09,3255,73,70,76,381,9,6,12
2019,Wyoming,Campbell,5161,12,10,13,-1.11,4213,14,12,15,1028,7,5,9,1138,23083,4.9,1.26,9,7,12,6,3,1,-0.62,12575,71,69,74,1583,9,7,12
2019,Wyoming,Carbon,1847,15,13,17,0.25,1514,17,15,20,360,9,7,12,316,7957,4,-0.04,11,8,14,9,3,0,-0.07,4390,71,67,74,539,9,6,13
2019,Wyoming,Converse,1400,12,10,13,-1.09,1158,14,12,16,262,7,5,9,330,7481,4.4,0.56,9,6,12,5,4,0,-0.74,4123,73,69,77,319,6,3,9
2019,Wyoming,Crook,823,14,12,16,-0.23,655,15,13,18,181,10,7,13,128,3679,3.5,-0.71,8,5,12,5,2,3,-0.9,2388,79,77,81,178,6,2,10
2019,Wyoming,Fremont,6914,21,19,23,3.04,5534,25,22,27,1470,14,11,17,1080,19407,5.6,2.13,13,11,15,8,3,1,0.31,10699,71,69,72,1172,8,7,10
2019,Wyoming,Goshen,1451,15,13,18,0.54,1187,17,15,20,284,10,7,14,197,6983,2.8,-1.6,11,8,14,10,1,0,-0.25,4050,76,73,79,488,9,6,13
2019,Wyoming,Hot Springs,472,14,12,16,-0.23,404,16,13,19,76,8,6,10,90,2329,3.9,-0.19,13,8,18,11,2,1,0.38,1727,77,72,81,215,10,5,15
2019,Wyoming,Johnson,1013,15,13,18,0.55,840,18,15,21,186,10,7,13,174,4196,4.1,0.2,11,7,15,9,0,3,-0.09,2718,72,69,75,444,13,7,18
2019,Wyoming,Laramie,8707,11,9,12,-1.49,7488,13,11,14,1340,6,4,7,1779,48162,3.7,-0.42,11,10,12,10,1,1,-0.17,26650,69,68,71,4000,11,9,12
2019,Wyoming,Lincoln,2128,13,11,15,-0.36,1689,15,13,18,475,9,6,12,325,8727,3.7,-0.38,10,7,13,7,3,1,-0.49,5539,78,76,81,495,7,5,10
2019,Wyoming,Natrona,9464,14,12,15,-0.15,8145,17,15,19,1416,7,5,9,2102,39569,5.3,1.78,11,9,12,9,2,1,-0.27,21976,67,65,68,2995,9,8,11
2019,Wyoming,Niobrara,274,16,14,18,0.8,230,18,15,21,49,10,7,14,36,1319,2.7,-1.73,14,7,22,14,0,0,0.82,703,72,64,79,158,18,8,28
2019,Wyoming,Park,3289,15,13,16,0.19,2759,17,14,19,573,9,6,12,664,15688,4.2,0.31,8,6,11,7,2,0,-0.93,8534,72,70,75,847,8,5,10
2019,Wyoming,Platte,857,13,11,15,-0.43,726,15,13,17,144,8,5,10,178,4783,3.7,-0.38,10,6,14,10,1,0,-0.42,2856,76,67,86,306,9,4,14
2019,Wyoming,Sheridan,2861,12,10,14,-0.86,2429,14,12,16,473,7,5,9,627,15791,4,-0.04,12,9,15,10,2,1,0.23,9001,69,65,72,1440,11,9,14
2019,Wyoming,Sublette,1144,14,12,16,-0.21,888,15,12,17,271,11,8,14,186,4252,4.4,0.51,6,3,9,4,1,1,-1.59,2419,76,68,83,118,4,0,8
2019,Wyoming,Sweetwater,4975,13,11,14,-0.59,4164,15,13,17,878,7,5,9,982,21581,4.6,0.75,10,8,11,7,3,0,-0.57,12001,74,72,76,1466,9,7,12
2019,Wyoming,Teton,3005,15,13,17,0.36,2514,16,14,19,523,11,8,15,462,15467,3,-1.38,16,12,20,11,4,2,1.33,5142,58,55,62,911,11,7,14
2019,Wyoming,Uinta,2255,13,11,14,-0.67,1802,15,13,17,488,8,5,10,411,9138,4.5,0.68,11,8,14,9,3,0,-0.12,5556,72,69,76,626,8,5,12
2019,Wyoming,Washakie,1072,17,14,19,1.1,889,20,17,22,197,10,7,13,168,4115,4.1,0.11,11,7,14,8,2,1,-0.29,2657,76,72,80,295,9,5,13
2019,Wyoming,Weston,802,14,12,16,0.09,670,17,14,19,145,9,6,12,150,3771,4,-0.03,15,10,20,12,3,3,1.08,2437,77,73,80,380,12,7,17
2019,South Carolina,Abbeville,2295,12,10,14,-0.26,2081,15,13,17,236,4,3,6,463,10103,4.6,-0.34,15,12,17,13,2,0,-0.06,1284532,69,68,69,240008,13,13,14
2019,South Carolina,Aiken,15802,12,10,13,-0.47,14169,14,13,16,1793,5,3,6,3056,74442,4.1,-0.77,13,12,15,11,2,1,-0.7,1284532,69,68,69,240008,13,13,14
2019,South Carolina,Allendale,689,11,9,13,-0.78,638,14,12,17,58,3,2,5,188,2741,6.9,1.7,14,10,19,14,1,1,-0.27,1284532,69,68,69,240008,13,13,14
2019,South Carolina,Anderson,18515,12,10,13,-0.56,16869,15,13,16,1824,4,3,5,3514,89559,3.9,-0.93,13,12,14,11,2,1,-0.76,1284532,69,68,69,240008,13,13,14
2019,South Carolina,Bamberg,1335,12,11,14,-0.11,1223,15,13,18,123,4,3,6,388,5230,7.4,2.2,17,12,21,14,2,2,0.76,1284532,69,68,69,240008,13,13,14
2019,South Carolina,Barnwell,1904,11,9,13,-0.96,1710,14,12,16,216,4,3,5,488,8082,6,0.96,14,11,17,13,3,0,-0.3,1284532,69,68,69,240008,13,13,14
2019,South Carolina,Beaufort,18431,14,13,16,0.87,16218,17,15,19,2378,7,5,8,2991,74104,4,-0.83,18,16,19,16,2,1,1.32,1284532,69,68,69,240008,13,13,14
2019,South Carolina,Berkeley,20180,11,10,12,-0.79,18408,14,13,16,1993,4,3,5,3761,98452,3.8,-1.02,15,14,16,14,1,0,-0.01,1284532,69,68,69,240008,13,13,14
2019,South Carolina,Calhoun,1433,12,11,14,-0.06,1275,15,12,17,171,6,4,8,355,6848,5.2,0.2,17,13,21,14,2,1,0.78,1284532,69,68,69,240008,13,13,14
2019,South Carolina,Charleston,40835,13,11,14,-0.03,37712,15,14,17,3452,4,3,5,7135,204937,3.5,-1.33,20,19,21,18,1,1,2.24,1284532,69,68,69,240008,13,13,14
2019,South Carolina,Cherokee,5518,12,10,14,-0.4,5043,15,13,17,525,4,3,5,1185,24094,4.9,-0.04,13,11,15,10,2,1,-0.79,1284532,69,68,69,240008,13,13,14
2019,South Carolina,Chester,3076,12,10,13,-0.45,2788,15,12,17,314,4,3,6,816,13592,6,0.93,15,13,18,13,2,1,0.14,1284532,69,68,69,240008,13,13,14
2019,South Carolina,Chesterfield,5224,14,12,16,0.79,4795,17,15,20,472,4,3,6,941,21621,4.4,-0.55,16,14,19,14,3,0,0.71,1284532,69,68,69,240008,13,13,14
2019,South Carolina,Clarendon,3477,14,12,16,0.82,3209,17,15,20,292,4,3,6,742,12425,6,0.9,14,12,17,12,2,2,-0.17,1284532,69,68,69,240008,13,13,14
2019,South Carolina,Colleton,4016,13,12,15,0.51,3627,17,14,19,421,5,3,7,808,16844,4.8,-0.15,16,13,18,13,2,1,0.45,1284532,69,68,69,240008,13,13,14
2019,South Carolina,Darlington,6656,12,11,14,-0.11,6074,16,13,18,645,4,3,5,1583,29830,5.3,0.31,15,13,17,14,2,1,0.14,1284532,69,68,69,240008,13,13,14
2019,South Carolina,Dillon,3647,14,13,16,1.11,3308,19,16,21,368,5,3,6,717,12574,5.7,0.66,17,14,21,14,3,1,1.16,1284532,69,68,69,240008,13,13,14
2019,South Carolina,Dorchester,13211,10,9,11,-1.52,11797,12,11,14,1587,4,3,5,2850,74263,3.8,-1.01,15,14,17,14,1,1,0.1,1284532,69,68,69,240008,13,13,14
2019,South Carolina,Edgefield,2424,13,11,14,0.03,2169,15,13,17,280,5,4,7,482,10557,4.6,-0.36,12,10,14,11,2,0,-1.22,1284532,69,68,69,240008,13,13,14
2019,South Carolina,Fairfield,2171,12,10,14,-0.21,1986,15,12,17,203,4,3,6,740,10045,7.4,2.15,15,11,18,14,1,1,-0.01,1284532,69,68,69,240008,13,13,14
2019,South Carolina,Florence,11668,10,9,11,-1.32,10638,13,11,15,1153,3,2,4,2989,65368,4.6,-0.35,14,13,16,12,2,1,-0.29,1284532,69,68,69,240008,13,13,14
2019,South Carolina,Georgetown,6228,14,12,16,0.78,5593,17,14,19,693,6,4,8,1396,25289,5.5,0.5,16,14,18,15,1,1,0.64,1284532,69,68,69,240008,13,13,14
2019,South Carolina,Greenville,51503,12,11,13,-0.08,46587,16,14,17,5439,5,3,6,9061,247585,3.7,-1.17,14,13,14,12,2,1,-0.51,1284532,69,68,69,240008,13,13,14
2019,South Carolina,Greenwood,7474,14,12,15,0.55,6630,17,14,19,917,6,4,7,1398,30880,4.5,-0.39,15,13,17,13,2,2,0.22,1284532,69,68,69,240008,13,13,14
2019,South Carolina,Hampton,1752,12,10,13,-0.45,1588,15,13,17,182,4,3,5,367,8210,4.5,-0.44,13,10,15,10,3,0,-0.94,1284532,69,68,69,240008,13,13,14
2019,South Carolina,Horry,39291,16,15,17,1.99,36276,19,18,21,3309,5,4,7,7106,143389,5,-0.01,18,17,19,16,2,1,1.25,1284532,69,68,69,240008,13,13,14
2019,South Carolina,Jasper,3895,18,16,20,3.23,3566,23,19,26,357,6,4,8,445,12228,3.6,-1.19,19,14,24,18,3,0,1.8,1284532,69,68,69,240008,13,13,14
2019,South Carolina,Kershaw,6276,12,10,13,-0.39,5674,15,13,17,664,4,3,6,1320,29130,4.5,-0.39,12,10,14,11,1,0,-1.06,1284532,69,68,69,240008,13,13,14
2019,South Carolina,Lancaster,7205,10,9,12,-1.3,6424,13,11,15,851,4,3,6,1819,39127,4.6,-0.28,13,11,14,11,1,1,-0.96,1284532,69,68,69,240008,13,13,14
2019,South Carolina,Laurens,6315,12,10,14,-0.35,5791,15,13,17,582,4,3,5,1325,30194,4.4,-0.51,13,11,15,11,2,1,-0.8,1284532,69,68,69,240008,13,13,14
2019,South Carolina,Lee,1619,13,11,15,0.1,1495,16,14,19,138,4,2,5,387,6414,6,0.96,16,12,19,14,3,2,0.37,1284532,69,68,69,240008,13,13,14
2019,South Carolina,Lexington,26350,11,10,12,-0.98,24035,14,12,15,2610,4,3,5,5354,147870,3.6,-1.2,13,12,14,11,2,1,-0.84,1284532,69,68,69,240008,13,13,14
2019,South Carolina,McCormick,604,11,10,13,-0.79,551,13,11,15,57,5,3,6,155,3385,4.6,-0.34,9,6,11,8,1,0,-2.72,1284532,69,68,69,240008,13,13,14
2019,South Carolina,Marion,3347,13,11,15,0.37,3082,17,14,19,288,4,3,5,930,12541,7.4,2.2,17,14,20,16,1,1,0.87,1284532,69,68,69,240008,13,13,14
2019,South Carolina,Marlboro,2678,14,12,16,0.7,2467,17,15,20,236,4,3,6,607,9257,6.6,1.43,14,12,17,12,3,1,-0.2,1284532,69,68,69,240008,13,13,14
2019,South Carolina,Newberry,4003,13,12,15,0.53,3550,16,14,19,493,6,4,7,771,18491,4.2,-0.71,12,9,14,9,2,1,-1.42,1284532,69,68,69,240008,13,13,14
2019,South Carolina,Oconee,8331,14,13,16,0.97,7555,17,15,20,845,5,4,7,1498,34315,4.4,-0.54,15,13,17,13,2,1,-0.03,1284532,69,68,69,240008,13,13,14
2019,South Carolina,Orangeburg,8866,13,11,15,0.24,8140,16,14,19,797,4,3,5,2505,35174,7.1,1.93,17,16,18,15,2,1,0.97,1284532,69,68,69,240008,13,13,14
2019,South Carolina,Pickens,12359,13,11,14,0.12,11353,15,14,17,1130,5,3,6,2338,56658,4.1,-0.75,17,15,18,14,2,1,0.81,1284532,69,68,69,240008,13,13,14
2019,South Carolina,Richland,31317,9,9,10,-1.79,28530,12,11,13,3190,4,3,4,8525,199987,4.3,-0.63,18,17,19,16,2,1,1.34,1284532,69,68,69,240008,13,13,14
2019,South Carolina,Saluda,2805,17,15,20,2.82,2542,22,19,25,284,6,4,8,347,8854,3.9,-0.94,11,8,14,11,1,0,-1.59,1284532,69,68,69,240008,13,13,14
2019,South Carolina,Spartanburg,31050,13,11,14,0.02,27810,16,14,17,3575,5,4,6,5876,146296,4,-0.85,14,13,15,12,2,1,-0.34,1284532,69,68,69,240008,13,13,14
2019,South Carolina,Sumter,10544,12,11,13,-0.32,9445,15,13,17,1200,4,3,6,2318,44112,5.3,0.26,15,13,16,12,3,1,-0.03,1284532,69,68,69,240008,13,13,14
2019,South Carolina,Union,2504,11,10,13,-0.65,2291,14,12,16,233,4,3,5,630,11759,5.4,0.35,12,10,14,10,2,1,-1.41,1284532,69,68,69,240008,13,13,14
2019,South Carolina,Williamsburg,2977,12,10,14,-0.16,2735,15,13,18,264,4,2,5,786,12389,6.3,1.24,19,16,21,17,1,1,1.77,1284532,69,68,69,240008,13,13,14
2019,South Carolina,York,22999,10,9,12,-1.24,20562,13,12,14,2703,4,3,5,5301,133410,4,-0.89,14,13,15,12,1,1,-0.41,1284532,69,68,69,240008,13,13,14
